DateFull,Year,Month,Day,Artist,Mix,Path,Format
1993-11-06,1993,11,06,Paul Oakenfold,Paul Oakenfold,1993/1993-11-06 - EM - Paul Oakenfold.mp3,mp3
1994-12-11,1994,12,11,Massive Attack,Massive Attack,2018/2018-08-19 - Massive Attack - Essential Mix Classic (1994-12-11)/Bonus/1994-12-11 - Massive Attack - Essential Mix - 1st Broadcast intro outro.mp3,mp3
2009-11-28,2009,11,28,Hudson Mohawke,Hudson Mohawke,2009/2009-11-28 - EM - Hudson Mohawke (MP2)/2009-11-28 - EM - Hudson Mohawke.mp3,mp3
2009-12-28,2009,12,28,Switch and Diplo (Major Lazer) (2009-07-25 Re-run),Switch and Diplo (Major Lazer) (2009-07-25 Re-run),2009/2009-12-28 - CEM - Switch and Diplo (Major Lazer) (2009-07-25 Re-run) (MP2)/2009-12-28 - CEM - Switch and Diplo (Major Lazer) (2009-07-25 Re-run).mp3,mp3
2016-01-02,2016,01,02,Maribou State,Maribou State,2016/2016-01-02 - Maribou State - Essential Mix/2016-01-02 - Maribou State - Essential Mix.mp3,mp3
2016-01-09,2016,01,09,Denney,Denney,2016/2016-01-09 - Denney - Essential Mix/2016-01-09 - Denney - Essential Mix.mp3,mp3
2016-01-16,2016,01,16,Rockwell,Rockwell,2016/2016-01-16 - Rockwell - Essential Mix/2016-01-16 - Rockwell - Essential Mix.mp3,mp3
2016-01-23,2016,01,23,Pirupa,Pirupa,2016/2016-01-23 - Pirupa - Essential Mix/2016-01-23 - Pirupa - Essential Mix.mp3,mp3
2016-01-30,2016,01,30,Richie Hawtin,Richie Hawtin,2016/2016-01-30 - Richie Hawtin - Essential Mix/2016-01-30 - Richie Hawtin - Essential Mix.mp3,mp3
2016-02-06,2016,02,06,Stephan Bodzin,Stephan Bodzin,2016/2016-02-06 - Stephan Bodzin - Essential Mix/2016-02-06 - Stephan Bodzin - Essential Mix.mp3,mp3
2016-02-13,2016,02,13,Aly Fila,Aly Fila,2016/2016-02-13 - Aly _ Fila - Essential Mix/2016-02-13 - Aly _ Fila - Essential Mix.mp3,mp3
2016-02-20,2016,02,20,Midland,Midland,2016/2016-02-20 - Midland - Essential Mix/2016-02-20 - Midland - Essential Mix.mp3,mp3
2016-02-27,2016,02,27,Rodhad,Rodhad,2016/2016-02-27 - Rodhad - Essential Mix/2016-02-27 - Rodhad - Essential Mix.mp3,mp3
2016-03-05,2016,03,05,Bob Moses,Bob Moses,2016/2016-03-05 - Bob Moses - Essential Mix/2016-03-05 - Bob Moses - Essential Mix.mp3,mp3
2016-03-12,2016,03,12,Leon Vynehall,Leon Vynehall,2016/2016-03-12 - Leon Vynehall - Essential Mix/2016-03-12 - Leon Vynehall - Essential Mix.mp3,mp3
2016-03-19,2016,03,19,Axwell,Axwell,2016/2016-03-19 - Riva Starr _ Axwell - Essential Mix/2016-03-19 - 02 - Axwell - Essential Mix.mp3,mp3
2016-03-19,2016,03,19,Riva Starr,Riva Starr,2016/2016-03-19 - Riva Starr _ Axwell - Essential Mix/2016-03-19 - 01 - Riva Starr - Essential Mix.mp3,mp3
2016-03-26,2016,03,26,Baauer,Baauer,2016/2016-03-26 - Baauer - Essential Mix/2016-03-26 - Baauer - Essential Mix.mp3,mp3
2016-04-02,2016,04,02,Ame X Dixon,Ame X Dixon,2016/2016-04-02 - Ame X Dixon - Essential Mix/2016-04-02 - Ame X Dixon - Essential Mix.mp3,mp3
2016-04-09,2016,04,09,Pig _ Dan,Pig _ Dan,2016/2016-04-09 - Pig _ Dan - Essential Mix/2016-04-09 - Pig _ Dan - Essential Mix.mp3,mp3
2016-04-16,2016,04,16,Blondish,Blondish,2016/2016-04-16 - Blondish - Essential Mix/2016-04-16 - Blondish - Essential Mix.mp3,mp3
2016-04-23,2016,04,23,Audion,Audion,2016/2016-04-23 - Audion - Essential Mix/2016-04-23 - Audion - Essential Mix.mp3,mp3
2016-04-30,2016,04,30,Tom Trago,Tom Trago,2016/2016-04-30 - Tom Trago - Essential Mix/2016-04-30 - Tom Trago - Essential Mix.mp3,mp3
2016-05-07,2016,05,07,Moderat,Moderat,2016/2016-05-07 - Moderat - Essential Mix/2016-05-07 - Moderat - Essential Mix.mp3,mp3
2016-05-14,2016,05,14,Sante _ Sidney Charles,Sante _ Sidney Charles,2016/2016-05-14 - Sante _ Sidney Charles - Essential Mix/2016-05-14 - Sante _ Sidney Charles - Essential Mix.mp3,mp3
2016-05-21,2016,05,21,Fred V _ Grafix,Fred V _ Grafix,2016/2016-05-21 - Fred V _ Grafix - Essential Mix/2016-05-21 - Fred V _ Grafix - Essential Mix.mp3,mp3
2016-05-28,2016,05,28,Steve Lawler,Steve Lawler,2016/2016-05-28 - Steve Lawler - Essential Mix/2016-05-28 - Steve Lawler - Essential Mix.mp3,mp3
2016-06-04,2016,06,04,Audiojack,Audiojack,2016/2016-06-04 - Audiojack - Essential Mix/2016-06-04 - Audiojack - Essential Mix.mp3,mp3
2016-06-11,2016,06,11,Cassy,Cassy,2016/2016-06-11 - Cassy - Essential Mix/2016-06-11 - Cassy - Essential Mix.mp3,mp3
2016-06-18,2016,06,18,Jackmaster B2B Armand Van Helden at Parklife,Jackmaster B2B Armand Van Helden at Parklife,2016/2016-06-18 - Parklife - Essential Mix/2016-06-18 - Jackmaster B2B Armand Van Helden at Parklife - Essential Mix.mp3,mp3
2016-06-18,2016,06,18,The Chemical Brothers at Parklife,The Chemical Brothers at Parklife,2016/2016-06-18 - Parklife - Essential Mix/2016-06-18 - The Chemical Brothers at Parklife - Essential Mix.mp3,mp3
2016-06-25,2016,06,25,Annie Mac Live at Glastonbury,Annie Mac Live at Glastonbury,2016/2016-06-25 - Glastonbury - Essential Mix/2016-06-25 - 01 - Annie Mac Live at Glastonbury - Essential Mix.mp3,mp3
2016-06-25,2016,06,25,Four Tet Live at Glastonbury,Four Tet Live at Glastonbury,2016/2016-06-25 - Glastonbury - Essential Mix/2016-06-25 - 02 - Four Tet Live at Glastonbury - Essential Mix.mp3,mp3
2016-06-25,2016,06,25,Julio Bashmore Live at Glastonbury,Julio Bashmore Live at Glastonbury,2016/2016-06-25 - Glastonbury - Essential Mix/2016-06-25 - 04 - Julio Bashmore Live at Glastonbury - Essential Mix.mp3,mp3
2016-06-25,2016,06,25,Kowton Live at Glastonbury,Kowton Live at Glastonbury,2016/2016-06-25 - Glastonbury - Essential Mix/2016-06-25 - 03 - Kowton Live at Glastonbury - Essential Mix.mp3,mp3
2016-07-02,2016,07,02,DJ Shadow,DJ Shadow,2016/2016-07-02 - DJ Shadow - Essential Mix/2016-07-02 - DJ Shadow - Essential Mix.mp3,mp3
2016-07-09,2016,07,09,Oneman,Oneman,2016/2016-07-09 - Oneman - Essential Mix/2016-07-09 - Oneman - Essential Mix.mp3,mp3
2016-07-16,2016,07,16,Nora En Pure,Nora En Pure,2016/2016-07-16 - Nora En Pure - Essential Mix/2016-07-16 - Nora En Pure - Essential Mix.mp3,mp3
2016-07-23,2016,07,23,"Andrea Oliva Live at Ants, Ibiza","Andrea Oliva Live at Ants, Ibiza","2016/2016-07-23 - Andrea Oliva Live at Ants, Ibiza - Essential Mix/2016-07-23 - Andrea Oliva Live at Ants, Ibiza - Essential Mix.mp3",mp3
2016-07-30,2016,07,30,Solomun Live at Pacha,Solomun Live at Pacha,2016/2016-07-30 - Solomun Live at Pacha - Essential Mix/2016-07-30 - Solomun Live at Pacha - Essential Mix.mp3,mp3
2016-08-05,2016,08,05,Carl Cox Live at Space,Carl Cox Live at Space,2016/2016-08-05 - Carl Cox Live at Space - Essential Mix/2016-08-05 - Carl Cox Live at Space - Essential Mix.mp3,mp3
2016-08-06,2016,08,06,"Jamie Jones Live at Paradise, DC10","Jamie Jones Live at Paradise, DC10","2016/2016-08-06 - Jamie Jones _ Nathan Barato Live at Paradise, DC10 - Essential Mix/2016-08-06 - Jamie Jones Live at Paradise, DC10 - Essential Mix.mp3",mp3
2016-08-06,2016,08,06,"Nathan Barato Live at Paradise, DC10","Nathan Barato Live at Paradise, DC10","2016/2016-08-06 - Jamie Jones _ Nathan Barato Live at Paradise, DC10 - Essential Mix/2016-08-06 - Nathan Barato Live at Paradise, DC10 - Essential Mix.mp3",mp3
2016-08-13,2016,08,13,"Derrick Carter - Live at Space, Ibiza","Derrick Carter - Live at Space, Ibiza","2016/2016-08-13 - The Black Madonna, Derrick Carter _ Dusky Live at Space, Ibiza - Essential Mix/2016-08-13 - 02 - Derrick Carter - Live at Space, Ibiza - Essential Mix.mp3",mp3
2016-08-13,2016,08,13,"Dusky - Live at Space, Ibiza","Dusky - Live at Space, Ibiza","2016/2016-08-13 - The Black Madonna, Derrick Carter _ Dusky Live at Space, Ibiza - Essential Mix/2016-08-13 - 03 - Dusky - Live at Space, Ibiza - Essential Mix.mp3",mp3
2016-08-13,2016,08,13,"The Black Madonna - Live at Space, Ibiza - Essential Mix","The Black Madonna - Live at Space, Ibiza - Essential Mix","2016/2016-08-13 - The Black Madonna, Derrick Carter _ Dusky Live at Space, Ibiza - Essential Mix/2016-08-13 - 01 - The Black Madonna - Live at Space, Ibiza - Essential Mix.mp3",mp3
2016-08-20,2016,08,20,Sonny Fodera,Sonny Fodera,2016/2016-08-20 - Sonny Fodera - Essential Mix/2016-08-20 - Sonny Fodera - Essential Mix.mp3,mp3
2016-08-27,2016,08,27,The Avalanches,The Avalanches,2016/2016-08-27 - The Avalanches - Essential Mix/2016-08-27 - The Avalanches - Essential Mix.mp3,mp3
2016-09-03,2016,09,03,Chase _ Status - Live at Creamfields,Chase _ Status - Live at Creamfields,2016/2016-09-03 - Cirez D and Chase _ Status Live at Creamfields - Essential Mix/2016-09-03 - 02 - Chase _ Status - Essential Mix Live at Creamfields.mp3,mp3
2016-09-03,2016,09,03,Cirez D - Live at Creamfields,Cirez D - Live at Creamfields,2016/2016-09-03 - Cirez D and Chase _ Status Live at Creamfields - Essential Mix/2016-09-03 - 01 - Cirez D - Essential Mix Live at Creamfields.mp3,mp3
2016-09-10,2016,09,10,Mind Against,Mind Against,2016/2016-09-10 - Mind Against - Essential Mix/2016-09-10 - Mind Against - Essential Mix.mp3,mp3
2016-09-17,2016,09,17,Fatboy Slim Live at Bestival,Fatboy Slim Live at Bestival,2016/2016-09-17 - Fatboy Slim Live at Bestival - Essential Mix/2016-09-17 - Fatboy Slim Live at Bestival - Essential Mix.mp3,mp3
2016-09-24,2016,09,24,Darius Syrossian,Darius Syrossian,2016/2016-09-24 - Darius Syrossian - Essential Mix/2016-09-24 - Darius Syrossian - Essential Mix.mp3,mp3
2016-10-01,2016,10,01,Seth Troxler Live at Output,Seth Troxler Live at Output,2016/2016-10-01 - Seth Troxler Live at Output - Essential Mix/2016-10-01 - Seth Troxler Live at Output - Essential Mix.mp3,mp3
2016-10-08,2016,10,08,Bedouin,Bedouin,2016/2016-10-08 - Bedouin - Essential Mix/2016-10-08 - Bedouin - Essential Mix.mp3,mp3
2016-10-15,2016,10,15,Tchami,Tchami,2016/2016-10-15 - Tchami - Essential Mix/2016-10-15 - Tchami - Essential Mix.mp3,mp3
2016-10-22,2016,10,22,Delta Heavy,Delta Heavy,2016/2016-10-22 - Delta Heavy - Essential Mix/2016-10-22 - Delta Heavy - Essential Mix.mp3,mp3
2016-10-29,2016,10,29,Mano Le Tough,Mano Le Tough,2016/2016-10-29 - Mano Le Tough - Essential Mix/2016-10-29 - Mano Le Tough - Essential Mix.mp3,mp3
2016-11-05,2016,11,05,Recondite ,Recondite ,2016/2016-11-05 - Recondite - Essential Mix/2016-11-05 - Recondite  - Essential Mix.mp3,mp3
2016-11-12,2016,11,12,tINI ,tINI ,2016/2016-11-12 - tINI - Essential Mix/2016-11-12 - tINI  - Essential Mix.mp3,mp3
2016-11-19,2016,11,19,Enzo Siragusa ,Enzo Siragusa ,2016/2016-11-19 - Enzo Siragusa - Essential Mix/2016-11-19 - Enzo Siragusa  - Essential Mix.mp3,mp3
2016-11-26,2016,11,26,Dusky ,Dusky ,2016/2016-11-26 - Dusky  - Essential Mix/2016-11-26 - Dusky  - Essential Mix.mp3,mp3
2016-12-03,2016,12,03,DJ Zinc,DJ Zinc,2016/2016-12-03 - DJ Zinc - Essential Mix/2016-12-03 - DJ Zinc - Essential Mix.mp3,mp3
2016-12-10,2016,12,10,Ellen Allien,Ellen Allien,2016/2016-12-10 - Ellen Allien - Essential Mix/2016-12-10 - Ellen Allien - Essential Mix.mp3,mp3
2016-12-17,2016,12,17,Justice,Justice,2016/2016-12-17 - Justice - Essential Mix/2016-12-17 - Justice - Essential Mix.mp3,mp3
2016-12-24,2016,12,24,Midland,Midland,2016/2016-12-24 - Midland EMOTY - Essential Mix/2016-12-24 - Midland - Essential Mix.mp3,mp3
2017-01-07,2017,01,07,DJ Pierre,DJ Pierre,2017/2017-01-07 - DJ Pierre - Essential Mix/2017-01-07 - DJ Pierre - Essential Mix.mp3,mp3
2017-01-14,2017,01,14,Simian Mobile Disco,Simian Mobile Disco,2017/2017-01-14 - Simian Mobile Disco - Essential Mix/2017-01-14 - Simian Mobile Disco - Essential Mix.mp3,mp3
2017-01-21,2017,01,21,Disciples,Disciples,2017/2017-01-21 - Disciples - Essential Mix/2017-01-21 - Disciples - Essential Mix.mp3,mp3
2017-01-21,2017,01,21,Disciples,Disciples,2017/2017-01-21 - Disciples - Essential Mix/2017-01-21 - Disciples - Essential Mix(1).mp3,mp3
2017-01-28,2017,01,28,Pan-Pot,Pan-Pot,2017/2017-01-28 - Pan-Pot - Essential Mix/2017-01-28 - Pan-Pot - Essential Mix.mp3,mp3
2017-02-04,2017,02,04,Adriatique,Adriatique,2017/2017-02-04 - Adriatique - Essential Mix/2017-02-04 - Adriatique - Essential Mix.mp3,mp3
2017-02-11,2017,02,11,My Nu Leng,My Nu Leng,2017/2017-02-11 - My Nu Leng - Essential Mix/2017-02-11 - My Nu Leng - Essential Mix.mp3,mp3
2017-02-18,2017,02,18,Tube _ Berger,Tube _ Berger,2017/2017-02-18 - Tube _ Berger - Essential Mix/2017-02-18 - Tube _ Berger - Essential Mix.mp3,mp3
2017-02-25,2017,02,25,Helena Hauff,Helena Hauff,2017/2017-02-25 - Helena Hauff - Essential Mix/2017-02-25 - Helena Hauff - Essential Mix.mp3,mp3
2017-03-04,2017,03,04,Wilkinson,Wilkinson,2017/2017-03-04 - Wilkinson - Essential Mix/2017-03-04 - Wilkinson - Essential Mix.mp3,mp3
2017-03-11,2017,03,11,Gerd Janson,Gerd Janson,2017/2017-03-11 - Gerd Janson - Essential Mix/2017-03-11 - Gerd Janson - Essential Mix.mp3,mp3
2017-03-18,2017,03,18,Joe Goddard,Joe Goddard,2017/2017-03-18 - Joe Goddard - Essential Mix/2017-03-18 - Joe Goddard - Essential Mix.mp3,mp3
2017-03-25,2017,03,25,Better Lost Than Stupid,Better Lost Than Stupid,2017/2017-03-25 - Better Lost Than Stupid _ Joris Voorn - Essential Mix/2017-03-25 - 1 -Better Lost Than Stupid - Essential Mix.mp3,mp3
2017-03-25,2017,03,25,Joris Voorn,Joris Voorn,2017/2017-03-25 - Better Lost Than Stupid _ Joris Voorn - Essential Mix/2017-03-25 - 2 - Joris Voorn - Essential Mix.mp3,mp3
2017-04-01,2017,04,01,Monika Kruse,Monika Kruse,2017/2017-04-01 - Monika Kruse - Essential Mix/2017-04-01 - Monika Kruse - Essential Mix.mp3,mp3
2017-04-08,2017,04,08,Khan _ Neek,Khan _ Neek,2017/2017-04-08 - Khan _ Neek - Essential Mix/2017-04-08 - Khan _ Neek - Essential Mix.mp3,mp3
2017-04-15,2017,04,15,Don Diablo,Don Diablo,2017/2017-04-15 - Don Diablo - Essential Mix/2017-04-15 - Don Diablo - Essential Mix.mp3,mp3
2017-04-22,2017,04,22,Mark Knight,Mark Knight,2017/2017-04-22 - Mark Knight - Essential Mix/2017-04-22 - Mark Knight - Essential Mix.mp3,mp3
2017-04-29,2017,04,29,Hunee,Hunee,2017/2017-04-29 - Hunee - Essential Mix/2017-04-29 - Hunee - Essential Mix.mp3,mp3
2017-05-06,2017,05,06,Camo _ Krooked,Camo _ Krooked,2017/2017-05-06 - Camo _ Krooked - Essential Mix/2017-05-06 - Camo _ Krooked - Essential Mix.mp3,mp3
2017-05-13,2017,05,13,Ben Pearce,Ben Pearce,2017/2017-05-13 - Ben Pearce - Essential Mix/2017-05-13 - Ben Pearce - Essential Mix.mp3,mp3
2017-05-20,2017,05,20,Soulwax,Soulwax,2017/2017-05-20 - Soulwax - Essential Mix/2017-05-20 - Soulwax - Essential Mix.mp3,mp3
2017-05-27,2017,05,27,Floorplan,Floorplan,2017/2017-05-27 - Floorplan - Essential Mix/2017-05-27 - Floorplan - Essential Mix.mp3,mp3
2017-06-03,2017,06,03,Joseph Capriati,Joseph Capriati,2017/2017-06-03 - Joseph Capriati - Essential Mix/2017-06-03 - Joseph Capriati - Essential Mix.mp3,mp3
2017-06-10,2017,06,10,Solardo,Solardo,2017/2017-06-10 - Solardo - Essential Mix/2017-06-10 - Solardo - Essential Mix.mp3,mp3
2017-06-17,2017,06,17,Sir Spyro,Sir Spyro,2017/2017-06-17 - Sir Spyro - Essential Mix/2017-06-17 - Sir Spyro - Essential Mix.mp3,mp3
2017-06-24,2017,06,24,Jackmaster Live at Glastonbury,Jackmaster Live at Glastonbury,2017/2017-06-24 - Glastonbury _ EDC - Essential Mix/2017-06-24 - 03 - Jackmaster Live at Glastonbury - Essential Mix.mp3,mp3
2017-06-24,2017,06,24,John Digweed Live at EDC,John Digweed Live at EDC,2017/2017-06-24 - Glastonbury _ EDC - Essential Mix/2017-06-24 - 04 - John Digweed Live at EDC - Essential Mix.mp3,mp3
2017-06-24,2017,06,24,Lee Foss Live at EDC,Lee Foss Live at EDC,2017/2017-06-24 - Glastonbury _ EDC - Essential Mix/2017-06-24 - 05 - Lee Foss Live at EDC - Essential Mix.mp3,mp3
2017-06-24,2017,06,24,Peggy Gou Live at Glastonbury,Peggy Gou Live at Glastonbury,2017/2017-06-24 - Glastonbury _ EDC - Essential Mix/2017-06-24 - 02 - Peggy Gou Live at Glastonbury - Essential Mix.mp3,mp3
2017-06-24,2017,06,24,Richy Ahmed B2B Patrick Topping Live at Glastonbury,Richy Ahmed B2B Patrick Topping Live at Glastonbury,2017/2017-06-24 - Glastonbury _ EDC - Essential Mix/2017-06-24 - 01 - Richy Ahmed B2B Patrick Topping Live at Glastonbury - Essential Mix.mp3,mp3
2017-07-01,2017,07,01,Calibre,Calibre,2017/2017-07-01 - Calibre - Essential Mix/2017-07-01 - Calibre - Essential Mix.mp3,mp3
2017-07-08,2017,07,08,Mura Masa,Mura Masa,2017/2017-07-08 - Mura Masa - Essential Mix/2017-07-08 - Mura Masa - Essential Mix.mp3,mp3
2017-07-15,2017,07,15,Oliver Heldens Presents HI-LO,Oliver Heldens Presents HI-LO,2017/2017-07-15 - Oliver Heldens Presents HI-LO/2017-07-15 - Oliver Heldens Presents HI-LO - Essential Mix.mp3,mp3
2017-07-22,2017,07,22,Honey Dijon,Honey Dijon,2017/2017-07-22 - Honey Dijon - Essential Mix/2017-07-22 - Honey Dijon - Essential Mix.mp3,mp3
2017-07-29,2017,07,29,Nastia,Nastia,2017/2017-07-29 - Nastia - Essential Mix/2017-07-29 - Nastia - Essential Mix.mp3,mp3
2017-08-05,2017,08,05,"Black Madonna, Richie Hawtin and Solomun","Black Madonna, Richie Hawtin and Solomun","2017/2017-08-05 - Ibiza Rewind - Black Madonna, Richie Hawtin and Solomun - Essential Mix/2017-08-05 - Ibiza Rewind - Black Madonna, Richie Hawtin and Solomun - Essential Mix.mp3",mp3
2017-08-12,2017,08,12,"Above, Beyond",Above _ Beyond,"2017/2017-08-12 - Creamfields - Above _ Beyond, High Contrast _ Goldie - Essential Mix/2017-08-12 - 01 - Above _ Beyond - Essential Mix.mp3",mp3
2017-08-12,2017,08,12,Goldie - Essential Mix,Goldie - Essential Mix,"2017/2017-08-12 - Creamfields - Above _ Beyond, High Contrast _ Goldie - Essential Mix/2017-08-12 - 03 - Goldie - Essential Mix.mp3",mp3
